Fair-Trade Score,Panel Test,PackagingDatumTijdEind,Gewichtscontrole,Roosterprofiel,Cyclustijd,GrindingApparaat,Opmerkingen,Batchnr,GrindingDatumTijdEind,GrindingID,LeverancierLevertijd,Koffieboon,Registratiedatum,Benuttingsgraad,Voorraadniveaus,FillingID,Duurzaamheid Score,GrindingDatumTijdStart,FillingApparaat,PackagingApparaat,Cost,FillingDatumTijdStart,PackagingDatumTijdStart,PackagingID,ProcessTime,Herkomst,Audit van Leverancier,CO2-Footprint,Klantretourpercentage,Risicokwalificatie,FillingDatumTijdEind,Klanttevredenheid,Leveranciersbeoordeling,Laatste Audit,Defectpercentage,Energieverbruik
63,Voldoet gedeeltelijk,2021-12-02 10:47:48.945219,,Licht,3.51 uur,Grinder 2,Geen,7043,2021-12-02 08:54:06.649534,XXXX,21 dagen,Excelsa,,85.87%,100 units,1034,65,2021-12-02 08:39:06,Filling Machine 4,Packager 5,475.30 euros,2021-12-02 09:09:03.734134,2021-12-02 10:05:05.790265,370,3.51 hours,Honduras,Afgekeurd,6.12 kg CO2/kg,0.65%,Matig,onbekend,6,2.0,2023-02-16,1.47%,317.0 kWh
79,Voldoet,2022-12-02 09:41:00.196071,0.75 kg,Licht,4.54 uur,Grinder 4,Herziening vereist,5320,2022-12-02 07:21:30.394611,6038,13 dagen,Liberica,2020-04-28,71.24%,100 units,8668,999,2022-12-02 07:08:01,Filling Machine 3,Packager 3,527.07 euros,2022-12-02 07:46:29.773688,2022-12-02 09:08:05.477700,4277,4.54 hours,Ethiopië,Goedgekeurd,6.08 kg CO2/kg,0.36%,Laag,2022-12-02 08:04:09.898987,5,3.0,2021-01-02,1.60%,309.0 kWh
54,Voldoet,2021-01-01 21:47:30.555871,0.78 kg,Licht,-5 uur,Grinder 1,Geen,3979,2021-01-01 19:32:56.352985,2037,11 dagen,Robusta,2021-08-04,69.85%,200 units,5829,61,2021-01-01 19:05:18,Filling Machine 1,Packager 1,591.54 euros,2021-01-01 20:09:14.575856,2021-01-01 21:09:07.966232,3960,???,Myanmar,Herziening vereist,,1.08%,Hoog,2021-01-01 20:27:40.556256,2,2.0,2022-06-14,1.31%,419.0 kWh
52,Voldoet niet,2023-04-20 18:53:43.955395,0.94 kg,Medium,4.19 uur,Grinder 5,Uitstekende kwaliteit,9381,2023-04-20 16:31:01.455943,6810,11 dagen,Arabica,2022-11-02,63.69%,300 units,6711,32,2023-04-20 16:17:58,Filling Machine 1,Packager 5,509.40 euros,2023-04-20 17:02:54.261583,2023-04-20 18:12:51.440907,3226,4.19 hours,Myanmar,Goedgekeurd,1.57 kg CO2/kg,1.09%,Hoog,2023-04-20 17:17:42.984975,6,7.0,2023-04-18,0.94%,279.0 kWh
72,Voldoet,2022-02-05 04:35:44.671074,0.77 kg,Medium,3.47 uur,Grinder 4,Geen,5824,2022-02-05 02:22:01.348576,4334,5 dagen,Liberica,2023-03-09,72.94%,200 units,7440,43,2022-02-05 02:06:44,Filling Machine 2,Packager 1,473.57 euros,2022-02-05 02:56:56.286136,2022-02-05 04:05:49.490825,4368,3.47 hours,Jamaica,Goedgekeurd,6.18 kg CO2/kg,0.50%,Hoog,2022-02-05 03:22:31.763114,3,1.0,2023-08-29,2.61%,268.0 kWh
37,Voldoet niet,2021-03-25 18:14:20.776573,1.16 kg,Licht,3.42 uur,Grinder 4,Geen,4566,2021-03-25 16:04:28.816753,2519,13 dagen,Liberica,2020-11-12,79.41%,100 units,9624,52,2021-03-25 15:38:42,Filling Machine 2,Packager 2,471.06 euros,2021-03-25 16:37:32.460659,2021-03-25 17:50:22.743928,1666,3.42 hours,Colombia,Herziening vereist,3.14 kg CO2/kg,0.88%,Matig,2021-03-25 16:52:51.345705,2,,2021-06-07,2.83%,172.0 kWh
0,Voldoet,2020-06-26 19:38:03.378759,0.76 kg,Medium,,Grinder 1,Geen,2635,2020-06-26 17:20:01.026052,970,8 dagen,Arabica,2021-08-09,81.90%,200 units,4158,48,2020-06-26 16:51:37,Filling Machine 3,Packager 5,-100.0,2020-06-26 18:10:34.834244,2020-06-26 18:59:05.662892,9674,3.50 hours,Bolivia,Goedgekeurd,6.67 kg CO2/kg,0.70%,Hoog,2020-06-26 18:15:44.717527,4,3.0,,3.90%,336.0 kWh
18,Voldoet,2021-09-19 01:15:33.383122,1.03 kg,Licht,3.71 uur,Grinder 1,Geen,1215,2021-09-18 23:17:31.608383,3529,14 dagen,Arabica,2023-05-03,82.19%,100 units,3985,53,2021-09-18 23:02:05,Filling Machine 4,Packager 2,485.44 euros,2021-09-18 23:59:57.978280,2021-09-19 00:59:24.012601,5881,3.71 hours,Ethiopië,Goedgekeurd,1.00 kg CO2/kg,1.49%,Matig,2021-09-19 00:12:18.353246,4,3.0,2024-03-18,1.73%,385.0 kWh
20,Voldoet gedeeltelijk,2023-09-27 08:13:43.394655,0.75 kg,Medium,3.16 uur,Grinder 5,Geen,1728,2023-09-27 06:32:40.041153,7676,13 dagen,Excelsa,2020-10-07,93.88%,400 units,4622,72,2023-09-27 06:22:06,Filling Machine 5,Packager 2,457.93 euros,2023-09-27 07:01:48.469214,2023-09-27 07:41:35.446425,9033,3.16 hours,Burundi,Herziening vereist,3.91 kg CO2/kg,0.25%,Hoog,2023-09-27 07:10:18.154255,5,7.0,2021-06-23,2.12%,311.0 kWh
50,Voldoet,2021-01-28 19:38:37.492880,0.85 kg,Medium-Donker,3.79 uur,Grinder 5,Geen,4349,2021-01-28 18:16:16.936398,2198,13 dagen,Arabica,2021-10-30,85.25%,100 units,5313,73,2021-01-28 17:59:00,Filling Machine 5,Packager 5,489.66 euros,2021-01-28 18:37:59.253257,31-02-2025 25:61:61,8404,500 hours,Costa Rica,Goedgekeurd,6.38 kg CO2/kg,1.13%,Laag,2021-01-28 18:50:36.015490,4,1.0,2022-07-30,0.84%,177.0 kWh
63,Voldoet gedeeltelijk,2023-05-21 18:03:09.532946,0.94 kg,Medium,5.45 uur,Grinder 5,Herziening vereist,7587,2023-05-21 15:15:01.652734,6994,10 dagen,Arabica,2021-07-08,72.55%,200 units,6841,70,2023-05-21 14:48:46,Filling Machine 4,Packager 2,572.55 euros,2023-05-21 15:54:39.657026,2023-05-21 17:17:50.420584,1287,5.45 hours,Jamaica,Goedgekeurd,5.30 kg CO2/kg,1.62%,Hoog,2023-05-21 16:06:10.960157,3,6.0,2022-05-02,1.75%,312.0 kWh
22,Voldoet,2023-02-23 17:13:48.159903,0.94 kg,Medium,4.42 uur,Grinder 5,Geen,8312,2023-02-23 14:53:11.700680,6522,12 dagen,Robusta,2022-11-08,65.99%,100 units,42,29,2023-02-23 14:27:59,Filling Machine 4,Packager 1,521.12 euros,2023-02-23 15:22:46.208276,2023-02-23 16:32:34.787867,9587,4.42 hours,Ecuador,Afgekeurd,1.00 kg CO2/kg,0.93%,Hoog,2023-02-23 15:36:18.766972,3,4.0,2023-04-30,3.15%,249.0 kWh
44,Voldoet,2020-11-29 14:03:17.251076,0.99 kg,Medium,2.88 uur,Grinder 1,Geen,2269,2020-11-29 11:18:23.751643,1851,19 dagen,Robusta,,77.04%,400 units,6771,58,2020-11-29 10:48:02,Filling Machine 3,Packager 5,444.19 euros,2020-11-29 11:53:52.915783,2020-11-29 13:16:46.993885,8948,2.88 hours,Tanzania,Afgekeurd,2.56 kg CO2/kg,1.03%,Matig,2020-11-29 12:11:04.672175,7,5.0,2022-10-02,3.01%,384.0 kWh
50,Voldoet gedeeltelijk,2023-04-23 09:21:32.461660,0.87 kg,Medium,5.50 uur,Grinder 3,Geen,6491,2023-04-23 07:37:20.606863,6829,14 dagen,Arabica,2020-09-26,80.46%,100 units,1153,50,2023-04-23 07:29:25,Filling Machine 4,Packager 3,574.86 euros,2023-04-23 08:12:32.264294,2023-04-23 08:56:53.106151,9824,5.50 hours,Jemen,Goedgekeurd,7.47 kg CO2/kg,0.00%,Matig,2023-04-23 08:27:28.768520,5,7.0,2021-03-26,1.18%,221.0 kWh
50,Voldoet niet,2020-07-20 11:31:47.253790,1.01 kg,Medium-Donker,4.03 uur,Grinder 5,Uitstekende kwaliteit,8893,2020-07-20 08:27:07.235356,1099,12 dagen,Arabica,2021-06-16,83.94%,500 units,5549,41,2020-07-20 08:08:04,Filling Machine 3,Packager 4,,2020-07-20 08:57:18.190789,2020-07-20 11:07:23.494996,3970,4.03 hours,Guatemala,Afgekeurd,6.03 kg CO2/kg,1.42%,Kritiek,2020-07-20 09:12:55.433048,1,1.0,2022-06-11,0.57%,208.0 kWh
48,Voldoet,2023-09-21 22:42:01.931540,1.08 kg,Licht,3.84 uur,Grinder 5,Geen,1778,2023-09-21 19:41:28.983317,7652,11 dagen,Arabica,2022-07-27,80.88%,400 units,2260,75,2023-09-21 19:29:29,Filling Machine 4,Packager 1,491.78 euros,2023-09-21 20:12:00.218777,2023-09-21 22:07:15.783675,7117,3.84 hours,Costa Rica,Afgekeurd,5.18 kg CO2/kg,0.93%,Kritiek,2023-09-21 20:25:10.943433,5,,2023-03-09,0.00%,353.0 kWh
36,Voldoet,2022-12-16 17:15:09.691623,0.75 kg,Medium,2.78 uur,Grinder 3,Geen,3400,2022-12-16 14:51:22.869593,6135,20 dagen,Arabica,2020-03-19,60.15%,200 units,5867,24,2022-12-16 14:19:39,Filling Machine 3,Packager 5,438.80 euros,2022-12-16 15:29:44.299943,2022-12-16 16:26:25.427849,7509,2.78 hours,Kenia,Goedgekeurd,2.42 kg CO2/kg,1.65%,Hoog,2022-12-16 15:45:03.839324,5,9.0,2020-08-19,3.58%,268.0 kWh
15,Voldoet gedeeltelijk,2020-01-17 18:21:54.360901,1.40 kg,Medium,2.85 uur,Grinder 3,Geen,1864,2020-01-17 15:46:11.397117,96,10 dagen,Arabica,2021-01-31,78.31%,300 units,1521,45,2020-01-17 15:36:07,Filling Machine 1,Packager 2,442.39 euros,2020-01-17 16:27:14.960496,2020-01-17 17:55:40.015776,7092,???,El Salvador,Goedgekeurd,1.00 kg CO2/kg,0.88%,Hoog,2020-01-17 16:45:48.933862,5,5.0,2021-05-09,2.15%,234.0 kWh
47,Voldoet,2020-12-27 14:25:40.146491,1.14 kg,Medium,-5 uur,Grinder 1,Uitstekende kwaliteit,9396,2020-12-27 12:22:51.136021,2006,17 dagen,Excelsa,2021-03-18,81.72%,200 units,7545,48,0000-00-00 00:00:00,Filling Machine 5,Packager 2,499.58 euros,0000-00-00 00:00:00,2020-12-27 14:03:40.600503,5408,3.99 hours,Peru,Afgekeurd,7.35 kg CO2/kg,1.25%,Matig,2020-12-27 13:06:53.587248,6,5.0,2022-01-20,0.35%,360.0 kWh
48,Voldoet gedeeltelijk,2023-10-23 16:55:35.058536,1.22 kg,Licht,4.11 uur,Grinder 4,Geen,6260,2023-10-23 14:26:39.641720,7806,18 dagen,Arabica,2023-06-21,78.01%,500 units,7353,65,2023-10-23 14:13:36,Filling Machine 4,###,505.53 euros,2023-10-23 14:56:41.277671,2023-10-23 16:16:08.642806,6787,4.11 hours,Bolivia,Herziening vereist,8.83 kg CO2/kg,0.19%,Zeer Hoog,2023-10-23 15:12:44.883931,5,5.0,2023-09-29,3.04%,onbekend
55,Voldoet,2021-04-10 06:57:21.781616,0.95 kg,Medium,5.20 uur,Grinder 3,Geen,5134,2021-04-10 05:34:25.285710,2601,15 dagen,Arabica,2020-12-05,66.72%,300 units,951,41,2021-04-10 04:59:29,Filling Machine 3,Packager 3,9999999.99,2021-04-10 05:49:57.821666,2021-04-10 06:42:41.697085,5363,5.20 hours,Jemen,Goedgekeurd,1.14 kg CO2/kg,1.09%,Hoog,2021-04-10 05:53:01.359094,2,4.0,2021-01-05,1.68%,299.0 kWh
69,Voldoet,2021-06-09 13:02:28.544315,1.40 kg,Medium,4.53 uur,Grinder 2,Geen,1230,onbekend,2934,12 dagen,Arabica,2023-10-24,80.72%,100 units,8752,28,2021-06-09 10:45:37,Filling Machine 3,Packager 5,526.29 euros,2021-06-09 11:22:36.624828,2021-06-09 12:45:47.889713,7871,4.53 hours,Vietnam,Goedgekeurd,1.70 kg CO2/kg,0.71%,Laag,2021-06-09 11:41:04.974378,1,7.0,2024-03-22,1.84%,125.0 kWh
57,Voldoet niet,2020-09-06 06:36:02.632105,1.06 kg,Medium-Donker,-5 uur,Grinder 3,Geen,5047,2020-09-06 04:29:03.172050,1363,11 dagen,Arabica,2023-12-15,76.16%,200 units,7767,-10,2020-09-06 04:08:11,Filling Machine 1,Packager 1,501.93 euros,2020-09-06 04:59:25.585543,2020-09-06 06:20:35.858648,6404,4.04 hours,Madagascar,Afgekeurd,4.15 kg CO2/kg,1.24%,Matig,2020-09-06 05:21:47.139487,4,7.0,2024-03-04,1.99%,147.0 kWh
57,Voldoet,2021-01-02 03:45:45.180780,0.87 kg,Medium,3.20 uur,Grinder 3,Geen,8750,2021-01-02 01:45:58.529343,2038,6 dagen,Arabica,2022-01-18,86.45%,500 units,6676,37,onbekend,Filling Machine 3,Packager 4,459.86 euros,2021-01-02 02:05:27.624990,2021-01-02 03:16:29.674199,4244,3.20 hours,Bolivia,Goedgekeurd,4.14 kg CO2/kg,1.07%,Laag,2021-01-02 02:30:50.309662,5,5.0,2022-11-24,2.08%,
16,Voldoet gedeeltelijk,2021-09-03 04:55:30.053667,0.95 kg,Medium,4.07 uur,Grinder 4,Geen,5100,2021-09-03 02:49:20.192913,3445,13 dagen,Arabica,2023-11-14,89.38%,200 units,6673,52,2021-09-03 02:24:32,Filling Machine 2,Packager 3,503.41 euros,2021-09-03 03:24:11.154998,2021-09-03 04:23:08.292105,1154,4.07 hours,Ivoorkust,Goedgekeurd,3.14 kg CO2/kg,1.22%,Laag,2021-09-03 03:41:32.619636,3,4.0,2024-11-09,2.54%,263.0 kWh
56,Voldoet,2022-07-31 02:10:29.876851,0.80 kg,Medium-Donker,2.55 uur,Grinder 3,Geen,7148,0000-00-00 00:00:00,5341,5 dagen,Robusta,2023-02-01,63.85%,500 units,2539,48,2022-07-30 22:49:04,Filling Machine 5,Packager 1,9999999,2022-07-30 23:50:38.773199,2022-07-31 01:42:16.881724,3709,2.55 hours,Jemen,Afgekeurd,1.73 kg CO2/kg,0.98%,Matig,2022-07-31 00:03:44.375578,3,3.0,2023-08-01,2.96%,241.0 kWh
28,Voldoet,onbekend,1.07 kg,Medium,3.00 uur,Grinder 2,Geen,2061,2022-12-13 18:25:03.262173,6118,21 dagen,Excelsa,2023-03-06,62.25%,200 units,7884,60,2022-12-13 18:13:57,Filling Machine 2,Packager 4,450.18 euros,2022-12-13 18:57:46.284291,2022-12-13 20:11:24.207073,1655,3.00 hours,Ecuador,Goedgekeurd,7.16 kg CO2/kg,1.09%,Hoog,2022-12-13 19:11:59.764232,7,7.0,,3.33%,238.0 kWh
49,Voldoet,2020-07-25 15:40:23.918612,0.79 kg,Licht,4.90 uur,Grinder 5,Geen,9410,2020-07-25 13:34:43.406522,1128,17 dagen,Liberica,2021-09-19,73.47%,300 units,6144,54,2020-07-25 13:05:52,Filling Machine 3,###,545.13 euros,0000-00-00 00:00:00,2020-07-25 15:04:42.561881,1943,4.90 hours,Ecuador,Afgekeurd,7.81 kg CO2/kg,0.77%,Zeer Hoog,2020-07-25 14:31:33.857013,2,6.0,2022-07-15,3.79%,266.0 kWh
17,Voldoet,2021-07-17 10:47:15.776162,1.23 kg,Medium,3.32 uur,Grinder 1,Geen,8302,2021-07-17 08:38:35.790412,3174,14 dagen,Robusta,2023-05-12,87.81%,200 units,5765,65,2021-07-17 08:21:35,Filling Machine 2,Packager 1,,2021-07-17 09:21:43.151911,2021-07-17 10:18:22.800526,7990,3.32 hours,Bolivia,Goedgekeurd,4.02 kg CO2/kg,0.21%,Laag,2021-07-17 09:29:26.348513,5,4.0,2024-02-12,3.01%,428.0 kWh
31,Voldoet,2022-04-16 06:24:10.829102,1.31 kg,Medium,3.18 uur,Grinder 1,Uitstekende kwaliteit,6910,31-02-2025 25:61:61,4762,8 dagen,Arabica,2023-08-27,58.19%,100 units,699,46,2022-04-16 04:05:32,Filling Machine 3,Packager 1,459.19 euros,2022-04-16 04:52:22.848311,2022-04-16 06:07:34.556417,1588,3.18 hours,Costa Rica,Goedgekeurd,1.42 kg CO2/kg,0.77%,Laag,2022-04-16 05:08:36.243773,6,4.0,2024-06-30,1.24%,378.0 kWh
51,Voldoet niet,2020-08-26 16:36:11.910278,1.08 kg,Medium,9999 hours,Grinder 1,Herziening vereist,3480,2020-08-26 14:23:29.140226,1296,16 dagen,Robusta,2020-07-17,66.56%,100 units,9242,54,2020-08-26 14:15:47,Filling Machine 1,Packager 4,519.51 euros,2020-08-26 14:50:21.042242,2020-08-26 15:56:57.046077,3731,4.39 hours,Colombia,Afgekeurd,1.17 kg CO2/kg,1.46%,Kritiek,2020-08-26 15:10:44.732634,7,2.0,2020-11-06,2.09%,265.0 kWh
34,Voldoet,2020-11-27 14:38:27.174052,0.70 kg,Medium,3.44 uur,Grinder 5,Geen,4606,2020-11-27 13:20:01.513506,1838,13 dagen,Arabica,2020-09-10,81.40%,500 units,5546,42,2020-11-27 13:06:14,Filling Machine 2,Packager 2,471.78 euros,2020-11-27 13:49:04.510599,2020-11-27 14:16:32.220819,10000,-2 hours,Filipijnen,Goedgekeurd,5.95 kg CO2/kg,1.19%,Matig,2020-11-27 14:06:14.142213,-3,7.0,2021-06-14,3.51%,244.0 kWh
45,Voldoet,2020-08-18 13:40:07.814935,0.92 kg,Medium,4.02 uur,Grinder 2,Geen,7300,2020-08-18 11:22:37.425069,XXXX,13 dagen,Arabica,2021-05-20,69.83%,400 units,7708,49,31-02-2025 25:61:61,Filling Machine 2,Packager 4,501.21 euros,2020-08-18 11:59:16.865043,2020-08-18 13:13:53.701053,9503,4.02 hours,Cuba,Goedgekeurd,1.00 kg CO2/kg,0.33%,Matig,2020-08-18 12:19:29.924202,4,7.0,2022-03-11,0.71%,315.0 kWh
60,Voldoet niet,2020-05-21 09:47:05.217081,1.07 kg,Licht,3.81 uur,Grinder 4,Geen,3775,2020-05-21 07:19:30.051934,759,5 dagen,Arabica,2021-04-19,67.18%,400 units,3439,52,2020-05-21 06:55:58,Filling Machine 5,Packager 1,490.54 euros,2020-05-21 07:32:35.333492,2020-05-21 09:08:06.552479,9345,3.81 hours,Indonesië,Goedgekeurd,1.52 kg CO2/kg,1.34%,Hoog,2020-05-21 07:50:25.238360,2,5.0,2021-12-14,3.34%,259.0 kWh
56,Voldoet,2022-09-06 14:28:58.634279,1.31 kg,Medium-Donker,4.91 uur,Grinder 5,Geen,6402,2022-09-06 12:42:53.967766,5553,23 dagen,Robusta,2023-01-17,74.96%,200 units,1669,46,2022-09-06 12:17:18,Filling Machine 1,Packager 2,9999999,2022-09-06 12:43:53.967766,2022-09-06 13:56:12.680950,7214,4.91 hours,Colombia,Goedgekeurd,7.72 kg CO2/kg,1.49%,Hoog,2022-09-06 13:00:05.747530,2,1.0,2023-07-22,1.14%,148.0 kWh
54,Voldoet niet,2020-10-05 17:52:41.154261,0.79 kg,Donker,2.94 uur,Grinder 2,Herziening vereist,6424,2020-10-05 15:23:43.009286,1539,22 dagen,Arabica,2021-03-21,70.27%,400 units,9412,55,2020-10-05 15:08:15,Filling Machine 4,Packager 2,447.00 euros,2020-10-05 15:37:15.069723,2020-10-05 17:02:14.488715,5560,2.94 hours,Tanzania,Herziening vereist,3.63 kg CO2/kg,0.00%,Hoog,2020-10-05 16:01:08.994400,4,5.0,2021-12-08,3.36%,999999 kWh
31,Voldoet gedeeltelijk,2022-02-18 12:02:13.177479,0.81 kg,Medium,3.48 uur,Grinder 5,Geen,7951,2022-02-18 09:50:46.701966,4427,8 dagen,Robusta,2020-08-14,73.95%,400 units,6798,43,0000-00-00 00:00:00,Filling Machine 2,Packager 4,ERROR,2022-02-18 10:09:17.208823,2022-02-18 11:44:35.886641,8711,3.48 hours,Peru,Goedgekeurd,6.16 kg CO2/kg,0.34%,Laag,2022-02-18 10:23:07.349184,5,2.0,2021-06-08,2.67%,229.0 kWh
55,Voldoet,2021-11-17 07:43:29.904636,0.75 kg,Medium,2.98 uur,Grinder 2,Geen,7720,2021-11-17 05:36:32.902458,3864,19 dagen,Excelsa,2022-12-15,92.85%,400 units,2394,44,2021-11-17 05:19:17,Filling Machine 2,Packager 4,449.08 euros,2021-11-17 05:50:30.512132,0000-00-00 00:00:00,2097,2.98 hours,Haïti,Goedgekeurd,7.48 kg CO2/kg,1.23%,Hoog,2021-11-17 06:06:14.139079,6,5.0,2023-09-24,2.01%,242.0 kWh
46,Voldoet,2023-01-15 16:58:43.857984,0.88 kg,Medium,4.33 uur,Grinder 1,Herziening vereist,1220,2023-01-15 15:42:08.516210,6315,19 dagen,Robusta,2022-06-22,59.44%,200 units,2015,unknown,2023-01-15 15:28:56,Filling Machine 5,Packager 1,516.46 euros,2023-01-15 16:09:55.073599,2023-01-15 16:28:31.791337,6051,4.33 hours,Nicaragua,Afgekeurd,4.68 kg CO2/kg,1.15%,Zeer Hoog,2023-01-15 16:18:58.317381,2,7.0,2023-02-18,4.07%,???
55,Voldoet gedeeltelijk,2022-11-15 20:31:17.341141,1.19 kg,Licht,4.43 uur,Grinder 3,Uitstekende kwaliteit,3249,2022-11-15 18:10:54.769603,9999,11 dagen,Arabica,2022-03-23,70.10%,500 units,1007,50,2022-11-15 17:56:13,Filling Machine 1,Packager 5,9999999,2022-11-15 18:40:36.919900,onbekend,5105,4.43 hours,Kameroen,Afgekeurd,4.68 kg CO2/kg,1.26%,Kritiek,2022-11-15 18:57:33.159163,7,5.0,2022-11-28,2.01%,259.0 kWh
62,Voldoet,0000-00-00 00:00:00,0.96 kg,Medium,4.62 uur,Grinder 2,Geen,5491,2022-03-13 01:27:53.472020,XXXX,22 dagen,Arabica,2020-10-28,77.32%,200 units,3936,53,2022-03-13 01:03:11,Filling Machine 5,Packager 4,531.22 euros,2022-03-13 01:36:59.763525,2022-03-13 02:47:21.389737,6170,4.62 hours,Malawi,Goedgekeurd,2.81 kg CO2/kg,1.20%,Matig,2022-03-13 01:45:11.648342,3,2.0,2021-02-28,1.76%,216.0 kWh
66,Voldoet,2023-08-07 01:22:13.202896,0.96 kg,Licht,4.86 uur,Grinder 3,Geen,3467,2023-08-06 23:16:13.995515,7396,12 dagen,Liberica,2023-10-04,51.29%,9999999,164,39,2023-08-06 22:44:28,Filling Machine 2,Packager 2,542.86 euros,2023-08-06 23:54:40.175696,2023-08-07 00:56:41.945549,877,4.86 hours,India,Goedgekeurd,6.84 kg CO2/kg,0.92%,Hoog,2023-08-07 00:13:13.698912,3,,2024-08-28,3.18%,223.0 kWh
25,Voldoet,2022-08-01 00:32:56.821226,1.08 kg,Medium,3.47 uur,Grinder 5,Geen,5395,2022-07-31 21:41:59.908284,5345,22 dagen,Robusta,2021-02-24,51.35%,100 units,4172,41,2022-07-31 21:19:15,Filling Machine 1,Packager 3,473.43 euros,2022-07-31 22:11:44.644738,2022-07-31 23:54:23.334471,3132,3.47 hours,Tanzania,Goedgekeurd,4.63 kg CO2/kg,0.36%,Hoog,2022-07-31 22:33:40.884728,4,5.0,2021-05-02,2.07%,283.0 kWh
18,Voldoet,2023-06-19 06:40:58.096911,0.85 kg,Licht,4.08 uur,Grinder 4,Uitstekende kwaliteit,7444,2023-06-19 05:01:51.551645,7145,17 dagen,Arabica,2022-02-26,88.30%,300 units,1919,95,2023-06-19 04:42:13,Filling Machine 3,Packager 5,504.16 euros,2023-06-19 05:15:47.438765,0000-00-00 00:00:00,6125,4.08 hours,Papoea-Nieuw-Guinea,Goedgekeurd,1.48 kg CO2/kg,0.78%,Matig,2023-06-19 05:30:42.992808,6,4.0,2022-07-08,1.07%,296.0 kWh
72,Voldoet,2020-12-12 10:55:16.808078,1.24 kg,Medium-Donker,4.34 uur,Grinder 3,Geen,3632,2020-12-12 08:53:07.391865,1933,13 dagen,Excelsa,2020-11-08,75.00%,500 units,2264,65,2020-12-12 08:30:59,Filling Machine 5,Packager 5,516.83 euros,2020-12-12 09:24:15.165610,2020-12-12 10:12:01.400929,9969,4.34 hours,Bolivia,Goedgekeurd,2.73 kg CO2/kg,0.87%,Hoog,2020-12-12 09:31:35.060290,6,5.0,2021-11-03,1.80%,277.0 kWh
331,Voldoet,2022-10-08 17:09:21.700956,0.76 kg,Medium,4.00 uur,Grinder 5,Uitstekende kwaliteit,5619,2022-10-08 14:37:14.334667,5744,17 dagen,Excelsa,2020-01-20,84.51%,300 units,9526,40,2022-10-08 14:11:17,Filling Machine 4,Packager 4,500.00 euros,2022-10-08 15:01:29.568305,onbekend,5793,4.00 hours,Kameroen,Goedgekeurd,,1.25%,Hoog,2022-10-08 15:11:10.987985,999,5.0,2020-12-02,2.50%,275.0 kWh
1,Voldoet,2021-01-21 21:57:35.376896,0.96 kg,Medium-Donker,-5 uur,Grinder 4,Geen,4169,2021-01-21 19:30:20.425860,2153,17 dagen,Arabica,2021-09-01,60.19%,1000000 units,4881,69,2021-01-21 19:18:05,Filling Machine 2,Packager 5,491.66 euros,2021-01-21 20:12:14.091322,2021-01-21 21:27:31.275061,4252,3.83 hours,Venezuela,Afgekeurd,3.29 kg CO2/kg,1.05%,Zeer Hoog,2021-01-21 20:29:09.583576,3,1.0,2022-04-07,1.69%,208.0 kWh
56,Voldoet niet,2020-04-04 01:25:02.615558,1.13 kg,Medium,4.55 uur,Grinder 5,Geen,6464,2020-04-03 23:32:51.153615,533,16 dagen,Robusta,2020-06-24,79.52%,100 units,9598,62,2020-04-03 23:11:27,Filling Machine 3,Packager 5,527.33 euros,2020-04-04 00:13:26.907769,2020-04-04 00:54:27.754016,5342,4.55 hours,Tanzania,Goedgekeurd,10.00 kg CO2/kg,0.74%,Laag,2020-04-04 00:25:23.500250,2,5.0,2020-08-27,2.11%,239.0 kWh
13,Voldoet,2022-04-28 06:55:33.173315,0.94 kg,Medium,4.41 uur,Grinder 1,Geen,5639,2022-04-28 04:24:56.147741,4829,22 dagen,Robusta,2021-09-01,72.23%,200 units,7052,63,0000-00-00 00:00:00,Filling Machine 1,Packager 5,520.63 euros,2022-04-28 05:10:23.128234,2022-04-28 06:24:27.453573,629,4.41 hours,India,Afgekeurd,9.14 kg CO2/kg,1.06%,Kritiek,2022-04-28 05:22:42.418508,5,5.0,2022-02-18,2.25%,448.0 kWh
51,Voldoet,2020-10-17 12:57:23.990264,0.73 kg,Licht,4.26 uur,Grinder 1,Herziening vereist,8573,2020-10-17 10:33:04.958832,1616,19 dagen,Liberica,2022-05-28,85.82%,500 units,5721,56,2020-10-17 10:18:48,Filling Machine 3,Packager 4,512.93 euros,2020-10-17 10:56:06.031243,2020-10-17 12:23:05.598464,7087,4.26 hours,Nicaragua,Goedgekeurd,6.28 kg CO2/kg,1.03%,Hoog,2020-10-17 11:14:53.136678,4,6.0,2023-05-11,4.70%,305.0 kWh
1,Voldoet,2021-08-22 16:55:34.730373,1.20 kg,Licht,4.52 uur,Grinder 2,Geen,4791,2021-08-22 14:39:22.594014,3380,19 dagen,Arabica,2021-06-11,71.51%,100 units,3961,53,2021-08-22 14:26:19,Filling Machine 1,Packager 4,526.18 euros,2021-08-22 15:39:23.905160,2021-08-22 16:15:59.958214,363,4.52 hours,Dominicaanse Republiek,Goedgekeurd,6.19 kg CO2/kg,0.58%,Hoog,2021-08-22 15:54:42.928669,3,3.0,2022-05-23,3.14%,267.0 kWh
